"","x"
"cell2351","CD34+CD45RA-CLEC12A-"
"cell2352","CD34+CD45RA-CLEC12A-"
"cell2353","CD34+CD45RA-CLEC12A+"
"cell2354","CD34+CD45RA-CLEC12A-"
"cell2355","CD34+CD45RA-CLEC12A+"
"cell2356","CD34+CD45RA+CLEC12A+"
"cell2357","CD34+CD45RA-CLEC12A-"
"cell2358","CD34+CD45RA-CLEC12A-"
"cell2359","CD34+CD45RA+CLEC12A+"
"cell2360","CD34+CD45RA-CLEC12A-"
"cell2361","CD34+CD45RA-CLEC12A-"
"cell2362","CD34+CD45RA-CLEC12A-"
"cell2363","CD34+CD45RA-CLEC12A+"
"cell2364","CD34+CD45RA+CLEC12A-"
"cell2365","CD34+CD45RA+CLEC12A-"
"cell2366","CD34+CD45RA-CLEC12A-"
"cell2367","CD34+CD45RA-CLEC12A-"
"cell2368","CD34+CD45RA-CLEC12A-"
"cell2369","CD34+CD45RA-CLEC12A-"
"cell2370","CD34+CD45RA-CLEC12A-"
"cell2371","CD34+CD45RA+CLEC12A-"
"cell2372","CD34+CD45RA-CLEC12A-"
"cell2373","CD34+CD45RA-CLEC12A-"
"cell2375","CD34+CD45RA-CLEC12A-"
"cell2376","CD34+CD45RA-CLEC12A-"
"cell2377","CD34+CD45RA+CLEC12A-"
"cell2378","CD34+CD45RA-CLEC12A-"
"cell2379","CD34+CD45RA-CLEC12A-"
"cell2380","CD34+CD45RA+CLEC12A-"
"cell2381","CD34+CD45RA+CLEC12A+"
"cell2382","CD34+CD45RA-CLEC12A-"
"cell2383","CD34+CD45RA-CLEC12A-"
"cell2384","CD34+CD45RA-CLEC12A-"
"cell2385","CD34+CD45RA-CLEC12A+"
"cell2386","CD34+CD45RA-CLEC12A-"
"cell2387","CD34+CD45RA-CLEC12A-"
"cell2388","CD34+CD45RA+CLEC12A+"
"cell2389","CD34+CD45RA+CLEC12A-"
"cell2390","CD34+CD45RA+CLEC12A-"
"cell2391","CD34+CD45RA+CLEC12A-"
"cell2392","CD34+CD45RA-CLEC12A-"
"cell2393","CD34+CD45RA-CLEC12A-"
"cell2394","CD34+CD45RA+CLEC12A-"
"cell2395","CD34+CD45RA-CLEC12A-"
"cell2396","CD34+CD45RA-CLEC12A-"
"cell2397","CD34+CD45RA-CLEC12A-"
"cell2398","CD34+CD45RA-CLEC12A-"
"cell2399","CD34+CD45RA-CLEC12A-"
"cell2400","CD34+CD45RA-CLEC12A+"
"cell2401","CD34+CD45RA-CLEC12A+"
"cell2402","CD34+CD45RA+CLEC12A-"
"cell2403","CD34+CD45RA-CLEC12A-"
"cell2404","CD34+CD45RA+CLEC12A-"
"cell2405","CD34+CD45RA-CLEC12A-"
"cell2406","CD34+CD45RA-CLEC12A-"
"cell2407","CD34+CD45RA+CLEC12A-"
"cell2408","CD34+CD45RA-CLEC12A-"
"cell2409","CD34+CD45RA-CLEC12A-"
"cell2410","CD34+CD45RA-CLEC12A-"
"cell2411","CD34+CD45RA-CLEC12A-"
"cell2412","CD34+CD45RA-CLEC12A-"
"cell2413","CD34+CD45RA-CLEC12A-"
"cell2414","CD34+CD45RA-CLEC12A-"
"cell2415","CD34+CD45RA-CLEC12A-"
"cell2416","CD34+CD45RA-CLEC12A-"
"cell2417","CD34+CD45RA+CLEC12A-"
"cell2418","CD34+CD45RA-CLEC12A-"
"cell2419","CD34+CD45RA-CLEC12A-"
"cell2420","CD34+CD45RA+CLEC12A-"
"cell2421","CD34+CD45RA-CLEC12A-"
"cell2422","CD34+CD45RA-CLEC12A-"
"cell2423","CD34+CD45RA-CLEC12A-"
"cell2424","CD34+CD45RA-CLEC12A+"
"cell2425","CD34+CD45RA-CLEC12A-"
"cell2426","CD34+CD45RA-CLEC12A-"
"cell2427","CD34+CD45RA+CLEC12A-"
"cell2428","CD34+CD45RA-CLEC12A-"
"cell2429","CD34+CD45RA+CLEC12A-"
"cell2430","CD34+CD45RA-CLEC12A-"
"cell2431","CD34+CD45RA-CLEC12A-"
"cell2432","CD34+CD45RA-CLEC12A-"
"cell2433","CD34+CD45RA-CLEC12A-"
"cell2434","CD34+CD45RA+CLEC12A-"
"cell2435","CD34+CD45RA-CLEC12A-"
"cell2436","CD34+CD45RA+CLEC12A-"
"cell2437","CD34+CD45RA-CLEC12A-"
"cell2438","CD34+CD45RA-CLEC12A-"
"cell2439","CD34+CD45RA-CLEC12A-"
"cell2440","CD34+CD45RA-CLEC12A-"
"cell2441","CD34+CD45RA-CLEC12A-"
"cell2442","CD34+CD45RA-CLEC12A-"
"cell2443","CD34+CD45RA-CLEC12A-"
"cell2444","CD34+CD45RA-CLEC12A-"
"cell2445","CD34+CD45RA+CLEC12A-"
"cell2446","CD34+CD45RA-CLEC12A+"
"cell2447","CD34+CD45RA+CLEC12A-"
"cell2448","CD34+CD45RA-CLEC12A-"
"cell2449","CD34+CD45RA-CLEC12A-"
"cell2450","CD34+CD45RA-CLEC12A-"
"cell2451","CD34+CD45RA-CLEC12A-"
"cell2452","CD34+CD45RA-CLEC12A-"
"cell2453","CD34+CD45RA-CLEC12A-"
"cell2454","CD34+CD45RA-CLEC12A-"
"cell2455","CD34+CD45RA-CLEC12A-"
"cell2456","CD34+CD45RA-CLEC12A-"
"cell2457","CD34+CD45RA-CLEC12A-"
"cell2458","CD34+CD45RA-CLEC12A-"
"cell2459","CD34+CD45RA+CLEC12A-"
"cell2460","CD34+CD45RA-CLEC12A-"
"cell2461","CD34+CD45RA-CLEC12A-"
"cell2462","CD34+CD45RA-CLEC12A-"
"cell2463","CD34+CD45RA-CLEC12A-"
"cell2464","CD34+CD45RA-CLEC12A-"
"cell2465","CD34+CD45RA-CLEC12A-"
"cell2466","CD34+CD45RA-CLEC12A+"
"cell2467","CD34+CD45RA+CLEC12A-"
"cell2468","CD34+CD45RA-CLEC12A-"
"cell2469","CD34+CD45RA-CLEC12A-"
"cell2470","CD34+CD45RA-CLEC12A-"
"cell2471","CD34+CD45RA-CLEC12A+"
"cell2472","CD34+CD45RA-CLEC12A-"
"cell2473","CD34+CD45RA-CLEC12A-"
"cell2474","CD34+CD45RA-CLEC12A-"
"cell2475","CD34+CD45RA-CLEC12A+"
"cell2476","CD34+CD45RA-CLEC12A-"
"cell2477","CD34+CD45RA+CLEC12A-"
"cell2478","CD34+CD45RA-CLEC12A-"
"cell2479","CD34+CD45RA-CLEC12A-"
"cell2480","CD34+CD45RA-CLEC12A-"
"cell2481","CD34+CD45RA-CLEC12A-"
"cell2482","CD34+CD45RA+CLEC12A+"
"cell2483","CD34+CD45RA-CLEC12A-"
"cell2484","CD34+CD45RA-CLEC12A-"
"cell2485","CD34+CD45RA-CLEC12A-"
"cell2486","CD34+CD45RA+CLEC12A-"
"cell2487","CD34+CD45RA+CLEC12A-"
"cell2488","CD34+CD45RA-CLEC12A-"
"cell2489","CD34+CD45RA-CLEC12A+"
"cell2490","CD34+CD45RA-CLEC12A-"
"cell2491","CD34+CD45RA-CLEC12A-"
"cell2492","CD34+CD45RA-CLEC12A-"
"cell2494","CD34+CD45RA-CLEC12A-"
"cell2495","CD34+CD45RA-CLEC12A+"
"cell2496","CD34+CD45RA-CLEC12A+"
"cell2497","CD34+CD45RA-CLEC12A-"
"cell2498","CD34+CD45RA-CLEC12A-"
"cell2499","CD34+CD45RA-CLEC12A-"
"cell2500","CD34+CD45RA-CLEC12A-"
"cell2501","CD34+CD45RA-CLEC12A-"
"cell2502","CD34+CD45RA+CLEC12A-"
"cell2503","CD34+CD45RA+CLEC12A-"
"cell2504","CD34+CD45RA-CLEC12A-"
"cell2505","CD34+CD45RA-CLEC12A-"
"cell2506","CD34+CD45RA-CLEC12A-"
"cell2507","CD34+CD45RA-CLEC12A-"
"cell2508","CD34+CD45RA+CLEC12A-"
"cell2509","CD34+CD45RA+CLEC12A-"
"cell2510","CD34+CD45RA+CLEC12A-"
"cell2511","CD34+CD45RA-CLEC12A-"
"cell2512","CD34+CD45RA-CLEC12A-"
"cell2514","CD34+CD45RA-CLEC12A-"
"cell2515","CD34+CD45RA-CLEC12A+"
"cell2516","CD34+CD45RA-CLEC12A+"
"cell2517","CD34+CD45RA-CLEC12A-"
"cell2518","CD34+CD45RA-CLEC12A-"
"cell2519","CD34+CD45RA-CLEC12A-"
"cell2520","CD34+CD45RA-CLEC12A-"
"cell2521","CD34+CD45RA-CLEC12A+"
"cell2522","CD34+CD45RA-CLEC12A-"
"cell2523","CD34+CD45RA-CLEC12A+"
"cell2524","CD34+CD45RA-CLEC12A-"
"cell2526","CD34+CD45RA-CLEC12A-"
"cell2527","CD34+CD45RA-CLEC12A-"
"cell2528","CD34+CD45RA-CLEC12A-"
"cell2529","CD34+CD45RA-CLEC12A-"
"cell2530","CD34+CD45RA-CLEC12A-"
"cell2531","CD34+CD45RA+CLEC12A-"
"cell2532","CD34+CD45RA+CLEC12A+"
"cell2533","CD34+CD45RA+CLEC12A+"
"cell2534","CD34+CD45RA+CLEC12A-"
"cell2535","CD34+CD45RA-CLEC12A-"
"cell2536","CD34+CD45RA+CLEC12A+"
"cell2537","CD34+CD45RA+CLEC12A-"
"cell2538","CD34+CD45RA+CLEC12A+"
"cell2539","CD34+CD45RA+CLEC12A-"
"cell2540","CD34+CD45RA-CLEC12A+"
"cell2541","CD34+CD45RA-CLEC12A-"
"cell2542","CD34+CD45RA-CLEC12A+"
"cell2543","CD34+CD45RA-CLEC12A+"
"cell2544","CD34+CD45RA-CLEC12A-"
"cell2545","CD34+CD45RA-CLEC12A-"
"cell2546","CD34+CD45RA-CLEC12A+"
"cell2547","CD34+CD45RA-CLEC12A-"
"cell2548","CD34+CD45RA+CLEC12A+"
"cell2551","CD34+CD45RA-CLEC12A-"
"cell2552","CD34+CD45RA-CLEC12A-"
"cell2553","CD34+CD45RA-CLEC12A-"
"cell2554","CD34+CD45RA+CLEC12A-"
"cell2555","CD34+CD45RA-CLEC12A-"
"cell2556","CD34+CD45RA+CLEC12A-"
"cell2557","CD34+CD45RA-CLEC12A-"
"cell2558","CD34+CD45RA-CLEC12A-"
"cell2559","CD34+CD45RA+CLEC12A-"
"cell2560","CD34+CD45RA-CLEC12A-"
"cell2561","CD34+CD45RA-CLEC12A-"
"cell2562","CD34+CD45RA-CLEC12A-"
"cell2563","CD34+CD45RA-CLEC12A-"
"cell2564","CD34+CD45RA-CLEC12A-"
"cell2565","CD34+CD45RA-CLEC12A-"
"cell2566","CD34+CD45RA-CLEC12A-"
"cell2567","CD34+CD45RA+CLEC12A-"
"cell2568","CD34+CD45RA-CLEC12A-"
"cell2569","CD34+CD45RA-CLEC12A-"
"cell2570","CD34+CD45RA-CLEC12A+"
"cell2571","CD34+CD45RA-CLEC12A-"
"cell2572","CD34+CD45RA-CLEC12A-"
"cell2573","CD34+CD45RA-CLEC12A-"
"cell2574","CD34+CD45RA-CLEC12A-"
"cell2575","CD34+CD45RA-CLEC12A-"
"cell2576","CD34+CD45RA-CLEC12A-"
"cell2577","CD34+CD45RA-CLEC12A-"
"cell2578","CD34+CD45RA-CLEC12A-"
"cell2579","CD34+CD45RA-CLEC12A-"
"cell2580","CD34+CD45RA-CLEC12A-"
"cell2581","CD34+CD45RA-CLEC12A-"
"cell2582","CD34+CD45RA-CLEC12A+"
"cell2583","CD34+CD45RA+CLEC12A-"
"cell2584","CD34+CD45RA-CLEC12A-"
"cell2585","CD34+CD45RA-CLEC12A-"
"cell2586","CD34+CD45RA-CLEC12A-"
"cell2587","CD34+CD45RA-CLEC12A+"
"cell2588","CD34+CD45RA-CLEC12A-"
"cell2589","CD34+CD45RA+CLEC12A-"
"cell2590","CD34+CD45RA-CLEC12A-"
"cell2591","CD34+CD45RA-CLEC12A-"
"cell2592","CD34+CD45RA-CLEC12A-"
"cell2593","CD34+CD45RA-CLEC12A-"
"cell2595","CD34+CD45RA-CLEC12A-"
"cell2596","CD34+CD45RA-CLEC12A+"
"cell2597","CD34+CD45RA-CLEC12A-"
"cell2598","CD34+CD45RA+CLEC12A-"
"cell2599","CD34+CD45RA+CLEC12A-"
"cell2600","CD34+CD45RA-CLEC12A+"
"cell2601","CD34+CD45RA-CLEC12A+"
"cell2602","CD34+CD45RA-CLEC12A-"
"cell2603","CD34+CD45RA-CLEC12A-"
"cell2604","CD34+CD45RA-CLEC12A-"
"cell2605","CD34+CD45RA-CLEC12A-"
"cell2606","CD34+CD45RA+CLEC12A-"
"cell2607","CD34+CD45RA-CLEC12A+"
"cell2608","CD34+CD45RA-CLEC12A+"
"cell2609","CD34+CD45RA-CLEC12A-"
"cell2610","CD34+CD45RA-CLEC12A-"
"cell2611","CD34+CD45RA-CLEC12A-"
"cell2612","CD34+CD45RA-CLEC12A-"
"cell2613","CD34+CD45RA+CLEC12A-"
"cell2615","CD34+CD45RA-CLEC12A-"
"cell2616","CD34+CD45RA-CLEC12A-"
"cell2617","CD34+CD45RA-CLEC12A-"
"cell2618","CD34+CD45RA-CLEC12A-"
"cell2619","CD34+CD45RA-CLEC12A-"
"cell2620","CD34+CD45RA-CLEC12A-"
"cell2621","CD34+CD45RA-CLEC12A-"
"cell2622","CD34+CD45RA-CLEC12A+"
"cell2623","CD34+CD45RA-CLEC12A-"
"cell2624","CD34+CD45RA+CLEC12A-"
"cell2625","CD34+CD45RA-CLEC12A+"
"cell2626","CD34+CD45RA-CLEC12A-"
"cell2627","CD34+CD45RA-CLEC12A-"
"cell2628","CD34+CD45RA-CLEC12A+"
"cell2629","CD34+CD45RA-CLEC12A-"
"cell2630","CD34+CD45RA-CLEC12A+"
"cell2631","CD34+CD45RA+CLEC12A-"
"cell2632","CD34+CD45RA-CLEC12A-"
"cell2633","CD34+CD45RA-CLEC12A-"
"cell2634","CD34+CD45RA-CLEC12A-"
"cell2635","CD34+CD45RA-CLEC12A+"
"cell2636","CD34+CD45RA-CLEC12A-"
"cell2637","CD34+CD45RA-CLEC12A-"
"cell2638","CD34+CD45RA-CLEC12A+"
"cell2639","CD34+CD45RA-CLEC12A-"
"cell2640","CD34+CD45RA-CLEC12A+"
"cell2641","CD34+CD45RA-CLEC12A-"
"cell2642","CD34+CD45RA+CLEC12A+"
"cell2644","CD34+CD45RA-CLEC12A+"
"cell2645","CD34+CD45RA-CLEC12A-"
"cell2646","CD34+CD45RA-CLEC12A-"
"cell2647","CD34+CD45RA-CLEC12A-"
"cell2648","CD34+CD45RA+CLEC12A-"
"cell2651","CD34+CD45RA-CLEC12A-"
"cell2652","CD34+CD45RA-CLEC12A-"
"cell2653","CD34+CD45RA-CLEC12A+"
"cell2654","CD34+CD45RA-CLEC12A-"
"cell2655","CD34+CD45RA-CLEC12A+"
"cell2656","CD34+CD45RA-CLEC12A-"
"cell2657","CD34+CD45RA-CLEC12A-"
"cell2658","CD34+CD45RA-CLEC12A-"
"cell2659","CD34+CD45RA-CLEC12A-"
"cell2660","CD34+CD45RA+CLEC12A+"
"cell2661","CD34+CD45RA-CLEC12A-"
"cell2662","CD34+CD45RA+CLEC12A-"
"cell2663","CD34+CD45RA+CLEC12A-"
"cell2664","CD34+CD45RA+CLEC12A+"
"cell2665","CD34+CD45RA-CLEC12A-"
"cell2666","CD34+CD45RA-CLEC12A-"
"cell2667","CD34+CD45RA-CLEC12A-"
"cell2668","CD34+CD45RA-CLEC12A+"
"cell2669","CD34+CD45RA-CLEC12A-"
"cell2670","CD34+CD45RA+CLEC12A-"
"cell2671","CD34+CD45RA-CLEC12A-"
"cell2673","CD34+CD45RA-CLEC12A+"
"cell2674","CD34+CD45RA-CLEC12A+"
"cell2675","CD34+CD45RA-CLEC12A-"
"cell2676","CD34+CD45RA-CLEC12A-"
"cell2677","CD34+CD45RA-CLEC12A-"
"cell2678","CD34+CD45RA-CLEC12A-"
"cell2679","CD34+CD45RA-CLEC12A-"
"cell2680","CD34+CD45RA-CLEC12A-"
"cell2681","CD34+CD45RA-CLEC12A-"
"cell2682","CD34+CD45RA-CLEC12A-"
"cell2683","CD34+CD45RA-CLEC12A+"
"cell2684","CD34+CD45RA-CLEC12A-"
"cell2685","CD34+CD45RA-CLEC12A+"
"cell2686","CD34+CD45RA+CLEC12A-"
"cell2687","CD34+CD45RA-CLEC12A+"
"cell2688","CD34+CD45RA-CLEC12A+"
"cell2689","CD34+CD45RA+CLEC12A-"
"cell2691","CD34+CD45RA+CLEC12A-"
"cell2692","CD34+CD45RA-CLEC12A-"
"cell2693","CD34+CD45RA-CLEC12A-"
"cell2694","CD34+CD45RA+CLEC12A-"
"cell2695","CD34+CD45RA-CLEC12A-"
"cell2696","CD34+CD45RA+CLEC12A-"
"cell2697","CD34+CD45RA-CLEC12A-"
"cell2698","CD34+CD45RA-CLEC12A-"
"cell2699","CD34+CD45RA-CLEC12A-"
"cell2700","CD34+CD45RA+CLEC12A+"
"cell2701","CD34+CD45RA-CLEC12A-"
"cell2702","CD34+CD45RA-CLEC12A-"
"cell2703","CD34+CD45RA-CLEC12A-"
"cell2704","CD34+CD45RA-CLEC12A-"
"cell2705","CD34+CD45RA-CLEC12A-"
"cell2706","CD34+CD45RA+CLEC12A-"
"cell2707","CD34+CD45RA-CLEC12A-"
"cell2708","CD34+CD45RA+CLEC12A-"
"cell2709","CD34+CD45RA-CLEC12A-"
"cell2710","CD34+CD45RA-CLEC12A-"
"cell2711","CD34+CD45RA-CLEC12A-"
"cell2712","CD34+CD45RA+CLEC12A+"
"cell2713","CD34+CD45RA-CLEC12A-"
"cell2714","CD34+CD45RA-CLEC12A-"
"cell2715","CD34+CD45RA-CLEC12A+"
"cell2716","CD34+CD45RA-CLEC12A-"
"cell2717","CD34+CD45RA-CLEC12A-"
"cell2718","CD34+CD45RA-CLEC12A-"
"cell2719","CD34+CD45RA-CLEC12A-"
"cell2720","CD34+CD45RA+CLEC12A-"
"cell2721","CD34+CD45RA+CLEC12A-"
"cell2722","CD34+CD45RA-CLEC12A-"
"cell2723","CD34+CD45RA-CLEC12A-"
"cell2724","CD34+CD45RA+CLEC12A-"
"cell2725","CD34+CD45RA-CLEC12A+"
"cell2726","CD34+CD45RA-CLEC12A-"
"cell2727","CD34+CD45RA-CLEC12A-"
"cell2728","CD34+CD45RA-CLEC12A-"
"cell2729","CD34+CD45RA-CLEC12A+"
"cell2730","CD34+CD45RA+CLEC12A+"
"cell2731","CD34+CD45RA-CLEC12A-"
"cell2732","CD34+CD45RA-CLEC12A-"
"cell2733","CD34+CD45RA-CLEC12A-"
"cell2734","CD34+CD45RA+CLEC12A-"
"cell2735","CD34+CD45RA-CLEC12A-"
"cell2736","CD34+CD45RA-CLEC12A-"
"cell2738","CD34+CD45RA-CLEC12A-"
"cell2739","CD34+CD45RA+CLEC12A-"
"cell2741","CD34+CD45RA+CLEC12A+"
"cell2743","CD34+CD45RA-CLEC12A+"
"cell2744","CD34+CD45RA-CLEC12A-"
"cell2745","CD34+CD45RA-CLEC12A-"
"cell2746","CD34+CD45RA-CLEC12A-"
"cell2747","CD34+CD45RA-CLEC12A+"
"cell2748","CD34+CD45RA+CLEC12A-"
"cell2749","CD34+CD45RA-CLEC12A-"
"cell2750","CD34+CD45RA-CLEC12A-"
"cell2751","CD34+CD45RA+CLEC12A-"
"cell2752","CD34+CD45RA+CLEC12A-"
"cell2753","CD34+CD45RA-CLEC12A-"
"cell2754","CD34+CD45RA-CLEC12A+"
"cell2755","CD34+CD45RA-CLEC12A+"
"cell2756","CD34+CD45RA-CLEC12A-"
"cell2757","CD34+CD45RA-CLEC12A-"
"cell2758","CD34+CD45RA-CLEC12A-"
"cell2759","CD34+CD45RA-CLEC12A-"
"cell2760","CD34+CD45RA-CLEC12A-"
"cell2761","CD34+CD45RA-CLEC12A-"
"cell2762","CD34+CD45RA+CLEC12A+"
"cell2763","CD34+CD45RA-CLEC12A-"
"cell2764","CD34+CD45RA-CLEC12A-"
"cell2765","CD34+CD45RA-CLEC12A+"
"cell2766","CD34+CD45RA-CLEC12A-"
"cell2767","CD34+CD45RA-CLEC12A-"
"cell2768","CD34+CD45RA-CLEC12A-"
"cell2769","CD34+CD45RA-CLEC12A-"
"cell2770","CD34+CD45RA-CLEC12A-"
"cell2771","CD34+CD45RA-CLEC12A-"
"cell2772","CD34+CD45RA-CLEC12A-"
"cell2773","CD34+CD45RA-CLEC12A-"
"cell2774","CD34+CD45RA-CLEC12A-"
"cell2777","CD34+CD45RA-CLEC12A-"
"cell2778","CD34+CD45RA-CLEC12A-"
"cell2779","CD34+CD45RA-CLEC12A-"
"cell2780","CD34+CD45RA-CLEC12A-"
"cell2781","CD34+CD45RA+CLEC12A-"
"cell2782","CD34+CD45RA+CLEC12A-"
"cell2783","CD34+CD45RA-CLEC12A+"
"cell2784","CD34+CD45RA-CLEC12A-"
"cell2785","CD34+CD45RA-CLEC12A+"
"cell2786","CD34+CD45RA-CLEC12A-"
"cell2787","CD34+CD45RA-CLEC12A-"
"cell2788","CD34+CD45RA+CLEC12A-"
"cell2789","CD34+CD45RA-CLEC12A+"
"cell2790","CD34+CD45RA+CLEC12A+"
"cell2791","CD34+CD45RA-CLEC12A-"
"cell2792","CD34+CD45RA-CLEC12A-"
"cell2793","CD34+CD45RA-CLEC12A-"
"cell2794","CD34+CD45RA+CLEC12A-"
"cell2795","CD34+CD45RA-CLEC12A-"
"cell2796","CD34+CD45RA+CLEC12A+"
"cell2797","CD34+CD45RA-CLEC12A-"
"cell2798","CD34+CD45RA-CLEC12A-"
"cell2799","CD34+CD45RA-CLEC12A-"
"cell2800","CD34+CD45RA-CLEC12A-"
"cell2801","CD34+CD45RA-CLEC12A-"
"cell2802","CD34+CD45RA+CLEC12A-"
"cell2803","CD34+CD45RA-CLEC12A-"
"cell2804","CD34+CD45RA-CLEC12A-"
"cell2805","CD34+CD45RA-CLEC12A-"
"cell2806","CD34+CD45RA+CLEC12A-"
"cell2807","CD34+CD45RA-CLEC12A-"
"cell2808","CD34+CD45RA-CLEC12A-"
"cell2809","CD34+CD45RA-CLEC12A-"
"cell2810","CD34+CD45RA-CLEC12A-"
"cell2811","CD34+CD45RA-CLEC12A-"
"cell2812","CD34+CD45RA-CLEC12A-"
"cell2813","CD34+CD45RA-CLEC12A-"
"cell2814","CD34+CD45RA-CLEC12A+"
"cell2815","CD34+CD45RA+CLEC12A-"
"cell2816","CD34+CD45RA-CLEC12A-"
"cell2817","CD34+CD45RA-CLEC12A-"
"cell2819","CD34+CD45RA+CLEC12A+"
"cell2820","CD34+CD45RA-CLEC12A-"
"cell2821","CD34+CD45RA+CLEC12A-"
"cell2822","CD34+CD45RA-CLEC12A-"
"cell2823","CD34+CD45RA-CLEC12A-"
"cell2824","CD34+CD45RA-CLEC12A-"
"cell2825","CD34+CD45RA-CLEC12A-"
"cell2826","CD34+CD45RA-CLEC12A-"
"cell2827","CD34+CD45RA-CLEC12A-"
"cell2828","CD34+CD45RA-CLEC12A-"
"cell2829","CD34+CD45RA-CLEC12A-"
"cell2830","CD34+CD45RA-CLEC12A-"
"cell2831","CD34+CD45RA-CLEC12A-"
"cell2832","CD34+CD45RA-CLEC12A-"
"cell2833","CD34+CD45RA+CLEC12A+"
"cell2834","CD34+CD45RA+CLEC12A+"
"cell2835","CD34+CD45RA-CLEC12A-"
"cell2836","CD34+CD45RA-CLEC12A-"
"cell2837","CD34+CD45RA-CLEC12A-"
"cell2838","CD34+CD45RA-CLEC12A-"
"cell2839","CD34+CD45RA-CLEC12A-"
"cell2840","CD34+CD45RA-CLEC12A-"
"cell2841","CD34+CD45RA-CLEC12A-"
"cell2842","CD34+CD45RA-CLEC12A-"
"cell2843","CD34+CD45RA+CLEC12A+"
"cell2844","CD34+CD45RA-CLEC12A-"
"cell2845","CD34+CD45RA-CLEC12A+"
"cell2846","CD34+CD45RA-CLEC12A+"
"cell2847","CD34+CD45RA+CLEC12A-"
"cell2848","CD34+CD45RA-CLEC12A-"
"cell2849","CD34+CD45RA-CLEC12A-"
"cell2851","CD34+CD45RA-CLEC12A-"
"cell2852","CD34+CD45RA-CLEC12A-"
"cell2853","CD34+CD45RA-CLEC12A-"
"cell2854","CD34+CD45RA+CLEC12A-"
"cell2855","CD34+CD45RA-CLEC12A-"
"cell2856","CD34+CD45RA-CLEC12A-"
"cell2857","CD34+CD45RA-CLEC12A-"
"cell2858","CD34+CD45RA-CLEC12A+"
"cell2859","CD34+CD45RA-CLEC12A+"
"cell2860","CD34+CD45RA-CLEC12A-"
"cell2861","CD34+CD45RA-CLEC12A+"
"cell2863","CD34+CD45RA-CLEC12A+"
"cell2864","CD34+CD45RA-CLEC12A-"
"cell2865","CD34+CD45RA-CLEC12A-"
"cell2866","CD34+CD45RA-CLEC12A-"
"cell2867","CD34+CD45RA-CLEC12A+"
"cell2868","CD34+CD45RA-CLEC12A+"
"cell2869","CD34+CD45RA-CLEC12A-"
"cell2870","CD34+CD45RA-CLEC12A-"
"cell2871","CD34+CD45RA-CLEC12A+"
"cell2872","CD34+CD45RA+CLEC12A-"
"cell2873","CD34+CD45RA-CLEC12A-"
"cell2874","CD34+CD45RA-CLEC12A+"
"cell2875","CD34+CD45RA-CLEC12A-"
"cell2876","CD34+CD45RA-CLEC12A-"
"cell2877","CD34+CD45RA+CLEC12A+"
"cell2879","CD34+CD45RA-CLEC12A-"
"cell2880","CD34+CD45RA+CLEC12A-"
"cell2881","CD34+CD45RA-CLEC12A-"
"cell2882","CD34+CD45RA+CLEC12A-"
"cell2883","CD34+CD45RA+CLEC12A-"
"cell2884","CD34+CD45RA-CLEC12A-"
"cell2885","CD34+CD45RA+CLEC12A-"
"cell2886","CD34+CD45RA-CLEC12A-"
"cell2887","CD34+CD45RA+CLEC12A+"
"cell2888","CD34+CD45RA-CLEC12A-"
"cell2889","CD34+CD45RA-CLEC12A-"
"cell2890","CD34+CD45RA-CLEC12A-"
"cell2891","CD34+CD45RA+CLEC12A-"
"cell2892","CD34+CD45RA-CLEC12A-"
"cell2893","CD34+CD45RA-CLEC12A-"
"cell2894","CD34+CD45RA-CLEC12A-"
"cell2895","CD34+CD45RA-CLEC12A-"
"cell2896","CD34+CD45RA-CLEC12A-"
"cell2897","CD34+CD45RA-CLEC12A-"
"cell2898","CD34+CD45RA-CLEC12A+"
"cell2899","CD34+CD45RA+CLEC12A-"
"cell2900","CD34+CD45RA-CLEC12A-"
"cell2901","CD34+CD45RA+CLEC12A+"
"cell2902","CD34+CD45RA-CLEC12A-"
"cell2903","CD34+CD45RA-CLEC12A-"
"cell2904","CD34+CD45RA-CLEC12A+"
"cell2905","CD34+CD45RA-CLEC12A+"
"cell2906","CD34+CD45RA-CLEC12A+"
"cell2907","CD34+CD45RA-CLEC12A-"
"cell2908","CD34+CD45RA-CLEC12A+"
"cell2909","CD34+CD45RA-CLEC12A-"
"cell2910","CD34+CD45RA-CLEC12A-"
"cell2911","CD34+CD45RA-CLEC12A-"
"cell2912","CD34+CD45RA-CLEC12A-"
"cell2913","CD34+CD45RA+CLEC12A-"
"cell2914","CD34+CD45RA+CLEC12A-"
"cell2915","CD34+CD45RA+CLEC12A-"
"cell2916","CD34+CD45RA-CLEC12A-"
"cell2917","CD34+CD45RA-CLEC12A+"
"cell2918","CD34+CD45RA-CLEC12A-"
"cell2919","CD34+CD45RA-CLEC12A-"
"cell2920","CD34+CD45RA-CLEC12A-"
"cell2921","CD34+CD45RA-CLEC12A-"
"cell2922","CD34+CD45RA-CLEC12A+"
"cell2923","CD34+CD45RA-CLEC12A-"
"cell2924","CD34+CD45RA-CLEC12A+"
"cell2925","CD34+CD45RA-CLEC12A+"
"cell2926","CD34+CD45RA-CLEC12A-"
"cell2927","CD34+CD45RA-CLEC12A-"
"cell2928","CD34+CD45RA+CLEC12A-"
"cell2929","CD34+CD45RA-CLEC12A-"
"cell2930","CD34+CD45RA-CLEC12A-"
"cell2931","CD34+CD45RA+CLEC12A-"
